time,target_deg,actual_deg,error_deg,p_term,i_term,d_term,pd_cmd,p1,p2,error_integral
0.0,0.0,-0.10133555703455058,0.10133555703455058,0.09803969378548519,-0.024056824063703554,0.014791643129772181,-0.0211607283532768,0.27625113977023336,0.11850211152808955,0.0020267111406910114
0.06012024048096192,0.0,0.21243418058941066,-0.21243418058941066,-0.0008920475139109615,-0.0030820176555216468,0.015936129534756434,0.14935852886940293,0.2141727663853911,0.15996209328728966,-0.0022219724710972016
0.12024048096192384,0.0,0.9002124504336426,-0.9002124504336426,-0.10384711626673207,-0.00252251818428886,-0.0069253149341619216,-0.2721155517261928,0.3314517862805834,0.20956676473188457,-0.020226221479770056
0.18036072144288576,0.0,-0.14709254279674616,0.14709254279674616,-0.02896845501778103,-0.030660574929507092,-0.006898397438565756,0.2743179689847578,0.3461216455181377,0.26109437185597917,-0.01728437062383513
0.24048096192384769,0.0,3.162722949215576,-3.162722949215576,-0.20122030163198185,-0.028192245824475538,0.004276957856972892,-0.40626367387400464,0.2299188420452667,0.2651500852784953,-0.08053882960814665
0.3006012024048096,0.0,-1.2560836569270437,1.2560836569270437,0.04850887753193338,0.06851813976418424,0.0004776754867661763,-0.2561925746799013,0.27007732304597454,0.19367376194694358,-0.05541715646960577
0.3607214428857715,0.0,2.086753740454834,-2.086753740454834,0.04201372058981557,-0.028459642073022637,0.0009822830018498079,-0.22153340111566974,0.28380712723749774,0.31255422248164394,-0.09715223127870246
0.42084168336673344,0.0,-3.2242944990156883,3.2242944990156883,0.00467956258837179,-0.054134924473107186,-0.002543103355523818,-0.07849257884434696,0.27761647375004217,0.21098124056415624,-0.03266634129838869
0.48096192384769537,0.0,-0.8823973168231065,0.8823973168231065,0.024549615211408648,0.04129524046436262,-0.0012824456761131376,0.18367139118806522,0.332675565325343,0.19820319273139966,-0.015018394961926562
0.5410821643286573,0.0,0.6305500588201026,-0.6305500588201026,0.045153295328245246,-0.015334563703320165,0.0003582447158146111,0.36151149316266495,0.29454274127891134,0.26334702505584257,-0.027629396138328613
